index,mean_intensity,edge_density,texture_variance,glcm_contrast_d1,glcm_homogeneity_d1,glcm_energy_d1,glcm_correlation_d1,glcm_contrast_d2,glcm_homogeneity_d2,glcm_energy_d2,glcm_correlation_d2,glcm_contrast_d4,glcm_homogeneity_d4,glcm_energy_d4,glcm_correlation_d4,glcm_contrast_d8,glcm_homogeneity_d8,glcm_energy_d8,glcm_correlation_d8,phase_fraction,fft_energy_ratio,run_length_mean,E_x
2864,0.069565,0.013336,4208.7792,34.108594,0.991408,0.928437,0.933632,67.875369,0.982903,0.923943,0.867964,133.751953,0.966309,0.915354,0.739904,255.251811,0.935705,0.900057,0.504235,0.069565,0.902338,80.2154,1130.4441
2865,0.420975,0.011078,15850.1693,21.827068,0.994502,0.712016,0.988721,43.581847,0.989022,0.708181,0.977481,86.80957,0.978134,0.700628,0.955155,172.168378,0.956633,0.685973,0.9111,0.420975,0.987737,106.5626,1958.9057
2866,0.228745,0.068466,11471.7402,166.165395,0.958145,0.779611,0.881094,327.596318,0.917482,0.75692,0.765078,618.741211,0.844146,0.72015,0.554327,987.623834,0.751228,0.683305,0.281196,0.228745,0.844036,21.9257,1399.5088
2867,0.447845,0.041626,16079.3757,145.615119,0.963321,0.685644,0.925815,288.714475,0.927276,0.661804,0.852916,558.386719,0.859348,0.620098,0.715545,1041.199833,0.737733,0.558318,0.469785,0.447845,0.950421,24.7212,2683.8193
2868,0.187302,0.021667,9898.0881,55.996461,0.985895,0.826488,0.953439,112.067606,0.971771,0.819146,0.906368,221.976562,0.944087,0.805189,0.81287,417.730248,0.894778,0.781361,0.643594,0.187302,0.941824,55.6805,1357.6332
2869,0.3134,0.020157,13992.1146,39.398162,0.990076,0.748089,0.976944,77.946804,0.980366,0.741648,0.954403,153.37793,0.961366,0.729248,0.910349,285.759498,0.92802,0.708133,0.833236,0.3134,0.966767,72.4956,1501.8606
2870,0.367538,0.008255,15115.3173,31.129412,0.992159,0.725638,0.983157,62.503937,0.984256,0.719775,0.966237,126.0,0.968262,0.708047,0.932157,256.064516,0.9355,0.684644,0.862997,0.367538,0.988253,85.3333,3927.6164
2871,0.08577,0.012115,5098.8196,24.563051,0.993813,0.914696,0.960627,49.136396,0.987623,0.911166,0.921422,98.068359,0.975298,0.904236,0.843872,193.236186,0.951326,0.891046,0.695179,0.08577,0.930138,99.297,1108.6973
2872,0.271561,0.078339,12862.9511,230.491406,0.941942,0.740991,0.853437,452.909387,0.885917,0.708571,0.712447,843.855469,0.787442,0.659216,0.465835,1277.321825,0.678256,0.617283,0.19686,0.271561,0.848081,16.1937,1689.2242
2873,0.128998,0.024338,7306.038,90.165855,0.977288,0.867889,0.898839,179.698819,0.954736,0.855778,0.798254,349.145508,0.912054,0.834009,0.607634,617.280525,0.844514,0.803219,0.304144,0.128998,0.897487,37.686,1433.569
2874,0.09729,0.034103,5710.8003,127.618428,0.967854,0.890796,0.816645,244.644316,0.938377,0.875806,0.648028,419.466797,0.894341,0.85466,0.396221,573.582015,0.855521,0.836564,0.181357,0.09729,0.7816,27.8285,1266.0403
2875,0.335449,0.07988,14495.5707,86.396278,0.978238,0.730005,0.951171,171.824788,0.956719,0.716104,0.902885,340.532227,0.914224,0.689848,0.807486,651.664189,0.835853,0.645913,0.631506,0.335449,0.847725,39.0793,1585.2933
2876,0.119385,0.024872,6836.2111,46.876517,0.988192,0.882476,0.943642,92.962398,0.976584,0.876448,0.887914,182.786133,0.953958,0.864929,0.778551,338.960402,0.91462,0.845852,0.586284,0.119385,0.890963,63.813,1174.5229
2877,0.357376,0.014786,14933.5389,49.916498,0.987427,0.727727,0.97254,99.859806,0.974846,0.720299,0.944902,199.520508,0.949743,0.706012,0.889226,399.913259,0.899266,0.679412,0.774987,0.357376,0.978853,60.8505,2797.824
2878,0.153931,0.079819,8468.5969,123.727252,0.968834,0.842355,0.880211,244.40016,0.938438,0.825989,0.763125,469.731445,0.88168,0.797684,0.54368,794.012554,0.799997,0.762641,0.22564,0.153931,0.632312,28.6058,1200.8375
2879,0.050751,0.014893,3132.5856,45.842923,0.988453,0.944756,0.879709,90.39876,0.97723,0.939186,0.761935,168.758789,0.957491,0.929763,0.551626,264.504143,0.933374,0.918827,0.287669,0.050751,0.837733,64.8871,1088.197
2880,0.11348,0.033768,6541.6445,117.40409,0.970427,0.877824,0.852629,229.079371,0.942297,0.863308,0.711867,422.419922,0.893597,0.839705,0.4673,613.52958,0.845459,0.81897,0.22166,0.11348,0.828467,29.9662,1243.1629
2881,0.095749,0.053146,5629.9327,202.888373,0.948895,0.882428,0.704203,368.126215,0.907273,0.862263,0.461861,570.014648,0.856419,0.83983,0.163538,675.420174,0.829869,0.828422,0.013496,0.095749,0.635801,18.2399,1245.3003
2882,0.219727,0.015076,11148.3282,28.819026,0.992741,0.806117,0.978829,57.803934,0.98544,0.801623,0.957546,116.217773,0.970726,0.792703,0.914681,234.246519,0.940996,0.775229,0.828176,0.219727,0.965214,89.7753,1346.3058
2883,0.266693,0.035858,12716.8025,54.53727,0.986263,0.772533,0.964735,108.893578,0.972571,0.764979,0.929311,216.37793,0.945497,0.750588,0.858424,424.169371,0.893156,0.724933,0.718037,0.266693,0.928384,56.8395,1623.2281
2884,0.235016,0.017242,11690.4163,19.942279,0.994977,0.796692,0.986054,39.919507,0.989945,0.793121,0.972139,80.226562,0.979792,0.785955,0.944235,162.040827,0.959184,0.771624,0.88828,0.235016,0.962166,112.2192,1352.4623
2885,0.131851,0.047714,7443.1815,37.391774,0.990581,0.872965,0.958789,74.589659,0.981212,0.867939,0.917662,147.47168,0.962853,0.858297,0.836714,283.196352,0.928666,0.841118,0.684645,0.131851,0.774448,75.2423,1169.8596
2886,0.171112,0.042557,9222.6728,68.825184,0.982664,0.83618,0.93889,137.581908,0.965345,0.826243,0.877883,271.379883,0.931642,0.807685,0.759197,513.941989,0.870544,0.776766,0.543913,0.171112,0.86397,47.2161,1255.7862
2887,0.326324,0.0168,14294.8884,42.98534,0.989172,0.741481,0.975357,86.003952,0.978337,0.734503,0.950675,172.327148,0.956593,0.720785,0.901083,344.711851,0.913171,0.694607,0.801806,0.326324,0.974183,68.054,2125.3623
2888,0.390015,0.116531,15469.657,411.005515,0.896472,0.656706,0.782407,803.700526,0.797557,0.602062,0.574619,1435.957031,0.638298,0.541219,0.240222,1966.182885,0.50474,0.523042,-0.039745,0.390015,0.82079,9.3409,2376.063
2889,0.211212,0.015015,10833.2679,37.695772,0.990505,0.810915,0.97148,75.566283,0.980966,0.8053,0.942794,150.855469,0.962001,0.794366,0.885661,298.200132,0.924887,0.773901,0.773418,0.211212,0.963832,74.8128,1355.4181
2890,0.418991,0.01651,15829.5271,52.226884,0.986845,0.707689,0.972935,104.559809,0.973663,0.699193,0.945736,208.441406,0.947496,0.68285,0.891483,415.79226,0.895266,0.652328,0.78206,0.418991,0.980031,58.7767,3466.8846
2891,0.291077,0.015823,13417.9763,29.427022,0.992588,0.761751,0.982021,58.536402,0.985255,0.757234,0.964209,114.433594,0.971175,0.748704,0.929925,223.556326,0.943689,0.732773,0.862584,0.291077,0.972674,88.5622,1489.768
2892,0.461914,0.060989,16161.9287,112.357721,0.971698,0.689387,0.943068,224.135212,0.943543,0.670332,0.88646,444.75293,0.887972,0.634717,0.774821,860.779376,0.783179,0.576247,0.564593,0.461914,0.929472,31.1483,2055.1194
2893,0.09993,0.012619,5848.5984,31.737408,0.992006,0.900862,0.955703,62.870171,0.984164,0.896251,0.912555,122.185547,0.969223,0.887548,0.831242,224.306515,0.9435,0.872728,0.694558,0.09993,0.934912,84.2365,1158.2106
2894,0.04863,0.038818,3008.3756,70.466774,0.98225,0.943415,0.808121,137.520869,0.96536,0.934886,0.625584,248.677734,0.937361,0.921274,0.322825,354.276761,0.910762,0.908832,0.037426,0.04863,0.441103,46.3152,1058.2594
2895,0.300323,0.127396,13663.6571,247.332904,0.9377,0.72201,0.851723,489.288632,0.876753,0.68676,0.706678,931.03418,0.765483,0.632557,0.441911,1504.879158,0.620937,0.586701,0.098069,0.300323,0.690351,15.1563,1439.0654
2896,0.182358,0.074127,9695.4502,263.262408,0.933687,0.799991,0.77748,507.173059,0.872249,0.768527,0.571068,869.756836,0.780918,0.728959,0.263408,1149.97724,0.710333,0.705983,0.020479,0.182358,0.742817,14.2904,1470.1775
2897,0.207687,0.011154,10700.0803,24.076654,0.993935,0.815665,0.981543,48.037694,0.9879,0.812305,0.963123,94.31543,0.976243,0.805955,0.927383,179.920331,0.95468,0.794693,0.860599,0.207687,0.972114,100.5153,1303.8395
2898,0.457535,0.013718,16138.9908,36.175781,0.990888,0.703492,0.981626,72.026021,0.981857,0.697464,0.963393,143.041992,0.963969,0.685756,0.927192,285.259372,0.928146,0.663246,0.854333,0.457535,0.985503,77.0106,3456.8762
2899,0.147171,0.016083,8161.399,40.310156,0.989846,0.85978,0.959492,80.63252,0.97969,0.854203,0.918878,158.053711,0.960188,0.843818,0.840543,292.386167,0.926351,0.826864,0.703021,0.147171,0.945577,71.3123,1276.0593
2900,0.033691,0.020538,2116.9731,49.247702,0.987595,0.960603,0.80907,94.549413,0.976184,0.954919,0.632807,165.744141,0.958251,0.946183,0.354786,223.993936,0.943578,0.939291,0.124764,0.033691,0.616479,61.4784,1042.7044
2901,0.046951,0.021042,2909.6652,54.294072,0.986324,0.947086,0.847217,106.818252,0.973094,0.940307,0.699745,193.798828,0.951184,0.929382,0.456286,301.638499,0.924021,0.916395,0.155548,0.046951,0.737954,57.0374,1069.27
2902,0.032928,0.025299,2070.668,81.410708,0.979494,0.957554,0.674414,148.324772,0.962639,0.94956,0.40074,218.469727,0.94497,0.9416,0.10315,237.247275,0.94024,0.940325,-0.003164,0.032928,0.497171,41.0884,1057.6882
2903,0.047897,0.007217,2965.347,21.036673,0.994701,0.950359,0.942103,42.238989,0.98936,0.947409,0.884183,84.65625,0.978676,0.941565,0.769612,163.666236,0.958774,0.930843,0.561298,0.047897,0.923374,108.8638,1074.5996
2904,0.163971,0.08342,8913.918,315.489292,0.920532,0.807983,0.70989,594.275714,0.850308,0.773909,0.453052,943.646484,0.762306,0.738765,0.129101,1051.264869,0.735198,0.730979,0.022468,0.163971,0.669304,12.036,1468.4777
2905,0.087463,0.008133,5189.8752,17.996691,0.995467,0.914179,0.971619,35.219504,0.991129,0.911808,0.944474,67.737305,0.982938,0.907339,0.893308,127.657164,0.967845,0.899448,0.798807,0.087463,0.950663,118.7246,1119.4491
2906,0.282043,0.031021,13167.2338,76.607537,0.980703,0.759686,0.952218,152.292307,0.961639,0.748503,0.904751,301.21875,0.924126,0.727498,0.810558,572.581763,0.855773,0.693423,0.635433,0.282043,0.943176,43.2296,1690.2589
2907,0.288025,0.032364,13334.4529,72.473162,0.981745,0.756012,0.95552,144.906588,0.9635,0.744247,0.911152,285.776367,0.928016,0.722122,0.82512,547.075337,0.862198,0.683869,0.666646,0.288025,0.945652,45.2597,1518.3336
2908,0.137802,0.060104,7725.7957,138.015165,0.965235,0.853648,0.853722,271.86771,0.931519,0.835717,0.711917,505.599609,0.872645,0.806824,0.464478,814.51772,0.794832,0.773687,0.138828,0.137802,0.785086,25.9446,1208.5868
2909,0.493439,0.117783,16253.4506,489.254642,0.876762,0.626126,0.753409,940.794122,0.763024,0.565049,0.525806,1636.646484,0.587746,0.507761,0.175055,2303.892972,0.419674,0.506549,-0.161214,0.493439,0.849579,7.8931,4552.1344
2910,0.39798,0.016022,15579.4611,33.622197,0.991531,0.716271,0.982298,67.387057,0.983026,0.710912,0.964474,135.597656,0.965844,0.700302,0.928314,272.63119,0.931327,0.679927,0.855001,0.39798,0.980133,81.0087,2299.7764
2911,0.048309,0.014679,2989.5592,35.263787,0.991117,0.948323,0.903298,69.6455,0.982457,0.943868,0.809007,134.797852,0.966046,0.935558,0.630528,249.250299,0.937217,0.921418,0.318394,0.048309,0.842232,78.3923,1071.7952
2912,0.135681,0.012894,7625.5973,21.401471,0.994609,0.871619,0.977047,42.78834,0.989222,0.868363,0.95418,83.856445,0.978877,0.862318,0.910371,160.602964,0.959546,0.851439,0.828704,0.135681,0.951168,107.7895,1177.5212
2913,0.363113,0.02037,15037.8154,62.80602,0.98418,0.72213,0.965819,125.190991,0.968466,0.711381,0.931932,249.785156,0.937082,0.690478,0.864444,488.685626,0.876905,0.652648,0.73583,0.363113,0.97161,50.8425,2319.6196
2914,0.320633,0.017059,14164.2303,22.131066,0.994425,0.747404,0.987206,44.436393,0.988807,0.743571,0.974323,88.59375,0.977684,0.736054,0.948851,175.66926,0.955751,0.721471,0.898759,0.320633,0.972538,105.7032,1558.6463
2915,0.433395,0.026108,15967.7877,66.940395,0.983138,0.701741,0.965649,134.041646,0.966236,0.690318,0.931194,265.166016,0.933208,0.668673,0.863802,505.189784,0.872748,0.631596,0.740239,0.433395,0.968926,48.2948,2033.053
2916,0.337265,0.024887,14534.214,38.668566,0.99026,0.737349,0.978188,77.031219,0.980597,0.731212,0.956513,151.77832,0.961769,0.719487,0.914173,293.886545,0.925973,0.698106,0.833263,0.337265,0.960571,73.4709,1537.8863
2917,0.042923,0.023956,2671.2655,58.975643,0.985145,0.950398,0.819023,114.814361,0.97108,0.943317,0.647489,208.133789,0.947573,0.93186,0.360078,299.325416,0.924603,0.920868,0.083354,0.042923,0.64623,53.4551,1063.4267
2918,0.049484,0.045685,3058.4874,201.79398,0.94917,0.925984,0.460823,331.441775,0.916513,0.910463,0.116543,393.380859,0.900912,0.903207,-0.044096,393.974263,0.900762,0.902636,-0.035727,0.049484,0.38989,18.3317,1230.3442
2919,0.27626,0.020966,13001.1363,58.367647,0.985298,0.764632,0.963313,117.072804,0.970511,0.754689,0.926592,234.896484,0.940832,0.735223,0.853423,469.368259,0.881771,0.698697,0.70983,0.27626,0.962493,53.8947,1706.4255
2920,0.391708,0.011093,15493.6969,31.129412,0.992159,0.717643,0.983564,62.503937,0.984256,0.711784,0.967045,126.0,0.968262,0.700071,0.933747,256.064516,0.9355,0.676717,0.866066,0.391708,0.986582,85.3333,2850.9233
2921,0.481766,0.014786,16234.63,35.871783,0.990964,0.701251,0.981898,71.659787,0.98195,0.695,0.963836,143.165039,0.963938,0.682702,0.927735,284.634214,0.928304,0.659163,0.856265,0.481766,0.984662,77.4657,2230.2678
2922,0.443619,0.092194,16049.5458,251.224081,0.936719,0.668522,0.871814,496.73539,0.874878,0.629729,0.746627,946.538086,0.761577,0.569327,0.517494,1512.94369,0.618906,0.519019,0.229506,0.443619,0.897578,14.9353,2259.2692
2923,0.147766,0.028244,8188.6821,69.858778,0.982403,0.854929,0.9301,138.497493,0.965114,0.845268,0.861443,271.625977,0.93158,0.82733,0.728178,508.565634,0.871898,0.797939,0.490675,0.147766,0.901956,46.6448,1264.6947
2924,0.269623,0.096756,12805.1357,86.882675,0.978115,0.764417,0.944477,173.167646,0.956381,0.750766,0.889439,343.669922,0.913433,0.724975,0.780966,661.854256,0.833286,0.681526,0.579508,0.269623,0.764945,38.8938,1431.885
2925,0.072388,0.012573,4366.2803,28.15023,0.992909,0.926894,0.947001,55.484452,0.986024,0.923501,0.895177,107.235352,0.972989,0.917201,0.796018,194.36147,0.951042,0.906881,0.626168,0.072388,0.908884,91.1488,1109.8656
2926,0.111176,0.037399,6425.4803,114.546507,0.971147,0.879636,0.854398,225.600148,0.943174,0.864674,0.713979,426.049805,0.892683,0.839241,0.462884,713.554782,0.820263,0.806158,0.11284,0.111176,0.822268,30.6243,1233.7446
2927,0.039139,0.016449,2445.3918,26.50864,0.993323,0.958143,0.911335,52.981853,0.986654,0.954666,0.823057,102.621094,0.974151,0.948245,0.658196,187.29719,0.952822,0.93777,0.375998,0.039139,0.754112,94.7052,1047.9123
2928,0.435257,0.016327,15983.6872,39.945358,0.989938,0.705877,0.979535,79.777974,0.979905,0.698832,0.959141,158.238281,0.960141,0.685169,0.91901,310.265672,0.921847,0.659565,0.841407,0.435257,0.981506,71.7809,2056.5331
2929,0.270203,0.076843,12822.486,312.084513,0.921389,0.730455,0.800424,603.980915,0.847864,0.690935,0.613369,1085.458008,0.726585,0.638989,0.304116,1592.83882,0.598781,0.605657,-0.021386,0.270203,0.829822,12.1611,2295.9828
2930,0.19873,0.01445,10354.3644,37.026976,0.990673,0.819745,0.970735,73.796152,0.981412,0.814041,0.941731,147.041016,0.962962,0.802889,0.884116,290.948305,0.926713,0.781764,0.771573,0.19873,0.96331,75.7642,1322.4965
2931,0.077087,0.010544,4626.1994,39.276562,0.990107,0.920544,0.930702,78.496155,0.980228,0.91504,0.862002,155.654297,0.960792,0.904413,0.728329,297.074849,0.92517,0.88559,0.489031,0.077087,0.928668,72.6563,1227.6586
2932,0.04744,0.01004,2938.4188,17.631893,0.995559,0.951243,0.951029,35.280543,0.991113,0.948755,0.902376,67.306641,0.983046,0.94424,0.815151,126.844459,0.968049,0.936034,0.655995,0.04744,0.881422,120.0293,1056.5116
2933,0.226593,0.040176,11395.5416,131.448805,0.966889,0.785714,0.905545,259.65991,0.934594,0.76686,0.813497,495.632812,0.875155,0.734306,0.644747,843.337481,0.787572,0.691851,0.399786,0.226593,0.906585,27.1034,1586.9902
2934,0.474792,0.0448,16214.9319,160.146232,0.959661,0.680116,0.919094,317.952156,0.919911,0.653904,0.83937,626.862305,0.8421,0.606877,0.683301,1198.301915,0.698161,0.539034,0.394571,0.474792,0.950614,22.6768,3244.2249
2935,0.337753,0.129272,14544.5324,316.401287,0.920302,0.692516,0.821683,618.569236,0.844189,0.649344,0.651179,1131.84668,0.7149,0.591384,0.361197,1702.3039,0.571208,0.555907,0.038389,0.337753,0.795577,12.0029,1712.0579
2936,0.200653,0.016006,10429.452,47.484513,0.988039,0.817327,0.962631,93.939023,0.976338,0.810766,0.925933,184.508789,0.953524,0.798237,0.854039,352.338773,0.91125,0.775374,0.720756,0.200653,0.958546,63.1977,1457.539
2937,0.083191,0.017517,4959.469,44.748529,0.988728,0.914469,0.926117,89.17798,0.977537,0.908496,0.85283,174.603516,0.956019,0.897397,0.711761,318.517751,0.919769,0.880097,0.470698,0.083191,0.892762,66.0645,1147.3978
2938,0.038086,0.018478,2382.2168,72.412362,0.98176,0.95339,0.750541,133.858529,0.966282,0.94571,0.538275,210.902344,0.946876,0.936446,0.26964,270.693202,0.931815,0.929732,0.053378,0.038086,0.679205,45.2909,1101.2786
2939,0.149216,0.0737,8254.948,262.593612,0.933856,0.827302,0.739304,492.096426,0.876046,0.798571,0.511239,787.130859,0.80173,0.766305,0.21856,981.059681,0.752882,0.747456,0.031527,0.149216,0.675723,14.3248,1390.4058
2940,0.326721,0.11174,14303.8389,254.993658,0.93577,0.707302,0.853854,502.83929,0.87334,0.670872,0.711598,934.787109,0.764537,0.617495,0.463073,1451.30316,0.634432,0.574994,0.164072,0.326721,0.825481,14.7272,1596.1235
2941,0.453949,0.071213,16118.3517,266.363189,0.932906,0.664506,0.864648,515.718519,0.870096,0.625343,0.737975,902.856445,0.77258,0.57291,0.541417,1258.317036,0.683044,0.53564,0.361542,0.453949,0.903293,14.1333,3226.5743
2942,0.047104,0.013443,2918.654,37.938971,0.990444,0.949186,0.89329,73.735113,0.981427,0.944735,0.791832,132.644531,0.966588,0.937828,0.620978,211.86588,0.946633,0.928971,0.382755,0.047104,0.839134,74.4727,1081.0207
2943,0.148239,0.014725,8210.3357,48.578906,0.987763,0.857802,0.951447,97.113051,0.975538,0.851165,0.90277,193.12207,0.951355,0.838366,0.806031,375.969727,0.905297,0.815185,0.620668,0.148239,0.949036,62.1194,1467.235
2944,0.329697,0.028198,14370.315,62.502022,0.984256,0.736981,0.96432,124.458523,0.96865,0.727265,0.928848,245.847656,0.938074,0.708857,0.859036,467.180207,0.882322,0.677724,0.730547,0.329697,0.958841,51.0405,1647.901
2945,0.139984,0.014542,7828.267,36.41898,0.990826,0.866938,0.96166,72.392255,0.981765,0.862715,0.923304,143.411133,0.963876,0.854617,0.846114,273.944021,0.930996,0.840968,0.69796,0.139984,0.947416,76.6503,1261.1472
2946,0.283188,0.028,13199.5872,61.954825,0.984394,0.760611,0.961562,123.665016,0.96885,0.750725,0.923299,246.401367,0.937934,0.73164,0.847269,487.435311,0.87722,0.696644,0.698223,0.283188,0.954668,51.4008,1513.8563
2947,0.359039,0.085526,14964.2086,323.514844,0.91851,0.681902,0.822858,627.358852,0.841975,0.637829,0.656451,1108.652344,0.720742,0.581988,0.392747,1512.005954,0.619142,0.551975,0.17093,0.359039,0.851204,11.7511,2285.1217
2948,0.217484,0.031693,11066.2431,99.893796,0.974838,0.796558,0.926183,197.461168,0.950262,0.781779,0.854336,380.583984,0.904135,0.75536,0.720225,677.483194,0.829349,0.716392,0.505558,0.217484,0.923514,34.5108,1650.3955
2949,0.394653,0.111893,15534.6076,453.565257,0.885752,0.648918,0.760771,872.003168,0.780352,0.592355,0.540063,1478.039063,0.627698,0.536877,0.221004,1867.595546,0.529573,0.521872,0.016658,0.394653,0.819639,8.4935,2811.0961
2950,0.495285,0.109955,16254.8044,416.477482,0.895094,0.637278,0.790116,803.45637,0.797618,0.581889,0.595095,1416.638672,0.643164,0.520122,0.286067,1937.238092,0.512031,0.500203,0.023695,0.495285,0.867175,9.2226,4040.5833
2951,0.24852,0.012924,12143.9232,33.1358,0.991653,0.786259,0.977649,66.227316,0.983318,0.781077,0.955326,132.706055,0.966573,0.770832,0.91048,266.379615,0.932902,0.750974,0.820273,0.24852,0.974184,81.8177,1520.5321
2952,0.413254,0.045624,15766.943,161.787822,0.959247,0.690024,0.915912,318.257351,0.919834,0.664584,0.834523,607.913086,0.846873,0.621385,0.683657,1061.079842,0.732725,0.566241,0.44707,0.413254,0.939559,22.4669,2308.1408
2953,0.228745,0.011292,11471.7402,25.475046,0.993583,0.800509,0.981807,51.089644,0.987131,0.796561,0.963513,102.313477,0.974228,0.788765,0.926919,205.739337,0.948176,0.7734,0.853031,0.228745,0.975246,97.0904,1344.2073
2954,0.463226,0.013397,16168.3165,42.92454,0.989188,0.701246,0.978264,85.942913,0.978352,0.693549,0.956502,172.019531,0.95667,0.678431,0.913017,339.960654,0.914368,0.650104,0.828365,0.463226,0.985133,68.1247,3714.9519
2955,0.482956,0.02832,16237.3602,73.689154,0.981439,0.69455,0.962821,146.981914,0.962977,0.68191,0.925837,290.513672,0.926823,0.657945,0.853395,573.331952,0.855584,0.61425,0.71058,0.482956,0.970418,44.6431,2542.5312
2956,0.350006,0.011581,14793.3066,23.529458,0.994073,0.734111,0.986976,47.183148,0.988115,0.729983,0.973894,94.5,0.976196,0.721803,0.947758,189.79782,0.952192,0.705654,0.895251,0.350006,0.98405,101.9222,1737.9947
2957,0.483521,0.02066,16238.5909,58.124449,0.985359,0.697218,0.970679,116.279297,0.970711,0.687099,0.941342,233.050781,0.941297,0.667288,0.882437,466.492534,0.882496,0.62994,0.764676,0.483521,0.97966,54.0726,2777.937
2958,0.232025,0.086121,11586.7708,359.082629,0.909551,0.749065,0.746304,670.452387,0.83112,0.708916,0.526896,1060.171875,0.732954,0.668198,0.253348,1022.507623,0.742441,0.670853,0.281791,0.232025,0.742771,10.6355,1906.3006
2959,0.398483,0.014832,15586.1254,33.926195,0.991454,0.716132,0.982143,67.875369,0.982903,0.710805,0.964219,135.966797,0.965751,0.700346,0.928096,270.755718,0.9318,0.68061,0.855839,0.398483,0.980905,80.5111,2229.6214
2960,0.049362,0.021942,3051.3344,12.889522,0.996753,0.950193,0.965413,25.63638,0.993542,0.948523,0.931202,51.064453,0.987137,0.945216,0.862935,99.275013,0.974994,0.939066,0.733252,0.049362,0.71681,140.0342,1060.7946
2961,0.420975,0.017792,15850.1693,51.19329,0.987105,0.70679,0.973554,102.606561,0.974155,0.697776,0.947016,205.980469,0.948116,0.680028,0.893731,410.603453,0.896573,0.646534,0.788546,0.420975,0.978652,59.6867,3333.5699
2962,0.038422,0.010498,2402.3752,29.062224,0.99268,0.95942,0.898645,56.155881,0.985855,0.956757,0.799784,98.375977,0.97522,0.952665,0.636879,141.348113,0.964396,0.948884,0.454408,0.038422,0.836471,89.2861,1058.6491
2963,0.193283,0.007904,10139.0057,15.686305,0.996049,0.827519,0.987303,31.374047,0.992097,0.825507,0.974558,62.507812,0.984255,0.821571,0.949118,124.03125,0.968758,0.813994,0.898255,0.193283,0.979058,127.5019,1270.026
2964,0.311035,0.020508,13934.356,46.937316,0.988177,0.748401,0.972383,93.450711,0.976461,0.741047,0.94497,186.231445,0.95309,0.72676,0.890139,370.405825,0.906699,0.699936,0.780657,0.311035,0.966999,63.751,1610.6266
2965,0.475189,0.084732,16216.2222,79.039522,0.980091,0.694076,0.960071,158.091013,0.960179,0.68047,0.920132,315.307617,0.920577,0.654374,0.840689,620.906439,0.8436,0.607826,0.686232,0.475189,0.888201,42.1183,1991.1666
2966,0.034698,0.011383,2177.98,29.670221,0.992526,0.961945,0.888827,57.742895,0.985455,0.95821,0.784459,108.035156,0.972787,0.951642,0.59911,166.291898,0.958113,0.944219,0.386645,0.034698,0.815973,88.086,1052.0338
2967,0.072769,0.047653,4387.4847,134.792785,0.966047,0.912229,0.748489,255.020946,0.935763,0.897071,0.524538,414.360352,0.895627,0.87823,0.22789,506.002489,0.872543,0.86821,0.055467,0.072769,0.596783,26.5006,1108.3007
2968,0.404251,0.025452,15660.1104,81.957904,0.979356,0.705455,0.957168,164.072835,0.958672,0.691238,0.914335,329.027344,0.917122,0.663713,0.828529,654.164819,0.835223,0.614196,0.660245,0.404251,0.968262,40.8579,2457.9675
2969,0.240356,0.025009,11872.6042,70.345175,0.982281,0.786075,0.951399,140.633858,0.964576,0.775667,0.9027,274.271484,0.930914,0.756757,0.809627,507.065256,0.872276,0.72658,0.645757,0.240356,0.945714,46.3808,1777.9534
2970,0.404617,0.029266,15664.6618,97.097013,0.975542,0.703111,0.949221,189.40402,0.952291,0.687644,0.900933,363.726562,0.908381,0.659692,0.809699,656.102807,0.834735,0.61721,0.656377,0.404617,0.961209,35.3675,2004.899
2971,0.098373,0.013565,5767.4629,41.28295,0.989601,0.901344,0.94133,82.829924,0.979136,0.895754,0.882222,164.267578,0.958623,0.885008,0.766286,309.765546,0.921973,0.866403,0.560034,0.098373,0.930679,70.092,1180.7297
2972,0.464157,0.013748,16172.7115,32.710202,0.991761,0.703171,0.98343,65.433809,0.983518,0.697469,0.96685,131.414062,0.966898,0.686136,0.933407,265.504395,0.933122,0.663806,0.865388,0.464157,0.985349,82.539,2937.2494
2973,0.18399,0.023514,9762.7223,60.921232,0.984655,0.826861,0.949037,121.467612,0.969404,0.817453,0.898697,236.988281,0.940305,0.799941,0.803554,444.111895,0.888133,0.770075,0.636244,0.18399,0.933325,52.0954,1357.4173
2974,0.086029,0.008591,5112.7893,19.273483,0.995145,0.915188,0.969188,38.027298,0.990421,0.912416,0.939363,75.735352,0.980923,0.906903,0.879845,151.225602,0.961908,0.896091,0.762415,0.086029,0.949601,114.3735,1122.3734
2975,0.46373,0.060104,16170.7081,89.618658,0.977426,0.693221,0.954602,178.905312,0.954936,0.677919,0.909374,356.466797,0.91021,0.648739,0.819432,691.674269,0.825775,0.598908,0.649646,0.46373,0.923557,37.8821,1884.4109
2976,0.180878,0.07959,9634.1657,263.323208,0.933672,0.801318,0.775821,503.327602,0.873217,0.770481,0.571031,853.453125,0.785024,0.732399,0.270591,1132.222767,0.714805,0.708825,0.028643,0.180878,0.733224,14.2873,1420.523
2977,0.26886,0.022583,12782.2398,67.487592,0.983001,0.767855,0.956809,135.201387,0.965944,0.75688,0.913592,270.518555,0.931859,0.735607,0.82761,534.322124,0.86541,0.696736,0.661799,0.26886,0.958211,47.9766,1803.792
