index,mean_intensity,edge_density,texture_variance,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,E_x
923,0.198364,0.007812,10340.0075,5.958364,0.998499,0.825099,0.995275,1284.7634
924,0.13562,0.042114,7622.7052,167.624586,0.957777,0.851326,0.820126,1459.189
925,0.098572,0.016403,5777.8212,40.918153,0.989693,0.901257,0.941929,1160.7275
926,0.127884,0.031708,7252.2133,67.548392,0.982985,0.872212,0.923516,1195.5981
927,0.488083,0.020752,16247.0153,56.057261,0.98588,0.697362,0.971739,2849.0166
928,0.210724,0.037231,10814.9141,72.473162,0.981745,0.805535,0.945196,1345.4891
929,0.224655,0.017471,11326.3936,56.30046,0.985819,0.79792,0.959395,1601.021
930,0.294907,0.018082,13521.0842,46.086121,0.988391,0.756161,0.972138,1713.1259
931,0.257462,0.012482,12431.1608,34.71659,0.991255,0.780149,0.977144,1486.7449
932,0.190399,0.084641,10023.4299,95.212224,0.976017,0.817413,0.92222,1263.5756
933,0.420975,0.015793,15850.1693,42.134145,0.989387,0.708397,0.978232,2555.7399
934,0.269196,0.010727,12792.3233,27.238235,0.993139,0.774338,0.982563,1509.0681
935,0.138321,0.01918,7750.2156,48.03171,0.987901,0.866136,0.949121,1219.6383
936,0.079132,0.034973,4738.3844,81.775506,0.979402,0.913058,0.859021,1120.1365
937,0.064377,0.015259,3916.6154,31.311811,0.992113,0.933482,0.934685,1095.0618
938,0.475189,0.0784,16216.2222,87.004274,0.978085,0.69267,0.95605,2042.4972
939,0.170166,0.068619,9182.1505,134.123989,0.966216,0.827891,0.880144,1247.9512
940,0.290665,0.019058,13406.7713,57.638051,0.985482,0.756558,0.964864,1775.729
941,0.377853,0.024292,15286.0904,56.543658,0.985757,0.718431,0.969677,2041.9076
942,0.097382,0.027496,5715.5946,60.374035,0.984792,0.899329,0.913683,1137.5836
943,0.43866,0.076981,16011.5846,279.799908,0.929521,0.664911,0.856821,2865.529
944,0.125839,0.011459,7152.9919,33.1358,0.991653,0.879233,0.961821,1259.4538
945,0.43338,0.011261,15967.6556,30.035018,0.992435,0.707756,0.984606,2542.8806
946,0.161163,0.067749,8790.711,266.30239,0.932921,0.816638,0.751966,1452.0148
947,0.199249,0.021866,10374.6735,30.035018,0.992435,0.820582,0.976288,1272.0061
948,0.204926,0.084229,10594.5923,126.037638,0.968252,0.801869,0.902668,1304.2711
949,0.323105,0.012634,14221.4948,25.900643,0.993476,0.746066,0.985064,1593.9502
950,0.496582,0.033157,16255.4903,98.130607,0.975282,0.689871,0.950548,3365.8042
951,0.309998,0.008759,13908.7872,21.644669,0.994548,0.753433,0.987226,1614.6283
952,0.085159,0.060532,5065.9154,212.312316,0.946521,0.890848,0.656567,1169.5228
953,0.287628,0.017792,13323.5059,41.526149,0.98954,0.762103,0.974409,1565.7272
954,0.396896,0.012283,15565.0108,26.083042,0.99343,0.71751,0.98627,1747.9707
955,0.439743,0.008453,16020.1507,9.606342,0.99758,0.710455,0.995089,1787.8026
956,0.030472,0.014328,1921.0512,10.943934,0.997243,0.96877,0.953055,1036.0115
957,0.084976,0.044754,5056.0346,174.069347,0.956154,0.895766,0.718267,1235.3809
958,0.430313,0.099503,15940.4715,344.855515,0.913135,0.656009,0.822793,2394.5358
959,0.311325,0.048309,13941.4752,163.73341,0.958757,0.729647,0.903629,1833.8121
960,0.309631,0.036072,13899.7294,98.860202,0.975098,0.740666,0.941684,1777.7238
961,0.320633,0.025604,14164.2303,86.213879,0.978284,0.73634,0.950243,2227.5686
962,0.045349,0.013123,2815.0999,32.102206,0.991914,0.951351,0.906934,1068.1852
963,0.319046,0.020172,14127.0491,48.822105,0.987702,0.743509,0.971725,1651.9037
964,0.243607,0.107422,11981.6631,446.390901,0.887559,0.728476,0.69562,2362.1756
965,0.280411,0.030869,13120.7815,76.12114,0.980826,0.760623,0.952367,1590.2782
966,0.44725,0.097687,16075.3164,63.900414,0.983904,0.699748,0.967443,1868.2503
967,0.492355,0.033264,16252.4499,125.064844,0.968498,0.685238,0.936971,3708.1994
968,0.047974,0.029617,2969.8324,65.663603,0.98346,0.944775,0.818457,1061.1755
969,0.187637,0.020569,9911.7323,57.394853,0.985543,0.825787,0.952404,1479.0748
970,0.273804,0.055847,12929.2614,125.855239,0.968298,0.75637,0.920167,1490.8218
971,0.303772,0.083145,13752.4338,352.516268,0.911205,0.703669,0.790486,2797.9844
972,0.31485,0.112946,14027.1555,426.813419,0.89249,0.687256,0.750903,2175.1304
973,0.091766,0.01059,5419.5277,21.827068,0.994502,0.910573,0.966749,1130.5753
974,0.448746,0.082596,16085.4293,156.802252,0.960503,0.683624,0.920142,1791.637
975,0.406677,0.043594,15689.9384,54.172472,0.986355,0.709832,0.971722,1730.4153
976,0.450363,0.037781,16096.0404,141.967142,0.96424,0.68617,0.927693,3614.637
977,0.244171,0.03653,12000.4675,54.354871,0.986309,0.785716,0.962901,1406.753
978,0.160217,0.036133,8748.9646,87.004274,0.978085,0.842674,0.918346,1254.4189
979,0.200668,0.04509,10430.046,137.103171,0.965465,0.80366,0.892314,1455.9121
980,0.359009,0.018997,14963.6491,48.396507,0.987809,0.725894,0.973552,1975.613
981,0.385712,0.034012,15406.905,54.111673,0.98637,0.716597,0.971179,2353.6003
982,0.178833,0.01709,9549.0359,40.127757,0.989892,0.834843,0.965497,1349.6965
983,0.046616,0.035614,2889.8792,81.10671,0.97957,0.943907,0.77045,1065.6752
984,0.413574,0.04306,15770.5512,107.068153,0.973031,0.698994,0.944397,2193.2348
985,0.445587,0.084442,16063.7268,48.457307,0.987794,0.702782,0.975287,1797.5956
986,0.126755,0.042755,7197.4866,49.247702,0.987595,0.875485,0.943924,1184.3784
987,0.3284,0.121445,14341.4798,518.134467,0.869488,0.667265,0.70415,2916.9588
988,0.048904,0.034195,3024.4933,138.86636,0.965021,0.934435,0.624061,1138.7472
989,0.316956,0.050079,14077.5702,197.294807,0.950304,0.720854,0.885234,2468.3004
990,0.369919,0.015228,15155.9547,40.066958,0.989908,0.723773,0.978344,1849.3454
991,0.226715,0.071793,11399.8811,269.403171,0.93214,0.765872,0.806161,1671.0072
992,0.038406,0.009598,2401.4593,23.772656,0.994012,0.959611,0.918167,1058.6086
993,0.359314,0.01329,14969.2388,27.967831,0.992955,0.729633,0.984703,1713.5387
994,0.102997,0.029221,6007.5609,112.47932,0.971668,0.887156,0.847159,1395.1473
995,0.13855,0.076767,7760.978,312.874908,0.92119,0.829779,0.669963,1596.3659
996,0.092941,0.02681,5481.8157,46.450919,0.9883,0.905556,0.930503,1131.553
997,0.396591,0.05336,15560.9128,190.302849,0.952065,0.689915,0.899769,2485.7516
998,0.218811,0.01236,11114.9031,42.863741,0.989203,0.806432,0.968141,2114.2766
999,0.415649,0.011383,15793.5957,23.407858,0.994104,0.713273,0.987849,2018.8631
1000,0.16011,0.03949,8744.244,138.805561,0.965036,0.835376,0.869699,1454.2476
1001,0.04863,0.037201,3008.3756,149.688695,0.962295,0.933185,0.593918,1126.2272
1002,0.425278,0.035461,15893.1881,88.463465,0.977717,0.699419,0.954422,2021.8897
1003,0.230164,0.054901,11521.6694,138.744761,0.965052,0.781643,0.901612,1455.8739
1004,0.171143,0.010529,9223.9781,19.638281,0.995053,0.84395,0.982505,1257.6578
1005,0.233185,0.011581,11627.0979,27.907031,0.992971,0.796902,0.980358,1390.3041
1006,0.347336,0.041092,14740.7544,143.730331,0.963796,0.715183,0.920167,2059.1099
1007,0.106003,0.01181,6162.173,33.986994,0.991439,0.895793,0.954708,1214.9404
1008,0.32988,0.020416,14374.3683,59.705239,0.984961,0.736334,0.966043,2341.2697
1009,0.421677,0.039398,15857.3509,138.98796,0.96499,0.69171,0.928204,2588.6845
1010,0.388214,0.040588,15443.6921,131.874403,0.966782,0.701926,0.930077,2176.0813
1011,0.470718,0.021408,16200.4967,46.086121,0.988391,0.70016,0.976698,2109.3626
1012,0.41893,0.021362,15828.8838,41.222151,0.989617,0.709204,0.978663,1888.1052
1013,0.276764,0.106766,13015.7714,39.398162,0.990076,0.767968,0.975208,1415.6024
1014,0.234543,0.018463,11674.1008,38.850965,0.990214,0.795025,0.972676,1384.8669
1015,0.229263,0.123077,11490.0243,326.068428,0.917867,0.755661,0.767646,1475.5055
1016,0.468033,0.086243,16189.801,151.877482,0.961744,0.682087,0.923154,2005.1859
1017,0.038208,0.029953,2389.5488,81.04591,0.979585,0.952055,0.722517,1046.7741
1018,0.329163,0.014893,14358.4682,54.294072,0.986324,0.73799,0.969042,2695.8545
1019,0.464081,0.019058,16172.3555,48.153309,0.987871,0.700526,0.975603,2674.3893
1020,0.094681,0.024063,5573.7047,75.695542,0.980933,0.899788,0.888908,1217.9859
1021,0.108871,0.019562,6308.6257,47.606112,0.988009,0.891286,0.938096,1181.6993
1022,0.31192,0.015366,13956.0541,21.827068,0.994502,0.75171,0.987195,1527.6454
1023,0.085236,0.049133,5070.031,134.063189,0.966231,0.900743,0.783512,1141.3464
1024,0.335663,0.031494,14500.1392,99.468199,0.974945,0.727302,0.943884,2016.7158
1025,0.341751,0.077682,14627.8475,317.191682,0.920103,0.690484,0.822288,2902.7031
1026,0.35054,0.016251,14803.7057,34.594991,0.991286,0.731701,0.980884,1940.3183
1027,0.27951,0.042984,13095.0193,164.584605,0.958543,0.746756,0.897003,2238.2321
1028,0.494308,0.081619,16254.1436,127.192831,0.967962,0.684874,0.935898,1974.6819
1029,0.045486,0.013718,2823.2186,22.617463,0.994303,0.952516,0.934536,1057.5647
1030,0.471497,0.040207,16203.4208,137.528768,0.965358,0.684327,0.930455,3008.1273
1031,0.265045,0.119766,12666.6246,47.423713,0.988054,0.773528,0.969351,1401.7863
1032,0.390854,0.062729,15481.6153,141.845542,0.964271,0.699381,0.924983,1869.8646
1033,0.340195,0.136032,14595.6589,58.185248,0.985344,0.73258,0.967341,1541.9702
1034,0.375336,0.04718,15245.6842,101.292188,0.974486,0.711507,0.945572,1708.4442
1035,0.199738,0.019714,10393.756,53.138879,0.986615,0.81619,0.958242,1428.0414
1036,0.266708,0.070908,12717.2655,115.7017,0.970856,0.761986,0.925458,1374.2768
1037,0.191895,0.030731,10083.4931,73.689154,0.981439,0.819602,0.940115,1314.3351
1038,0.096512,0.007401,5670.0048,19.88148,0.994992,0.906193,0.971184,1146.1653
1039,0.149597,0.043381,8272.341,91.868244,0.976859,0.849866,0.909272,1215.3617
1040,0.460663,0.015625,16155.6295,42.98534,0.989172,0.70187,0.978194,3912.5961
1041,0.297272,0.059998,13583.8036,204.286765,0.948542,0.730478,0.876741,1992.76
1042,0.163605,0.030319,8897.9057,78.796324,0.980152,0.841048,0.927326,1312.5541
1043,0.310516,0.012314,13921.5891,36.601379,0.990781,0.750335,0.978447,2069.2284
1044,0.063095,0.009018,3843.8945,19.82068,0.995007,0.936147,0.957915,1104.0411
1045,0.414429,0.019424,15780.108,52.652482,0.986737,0.708398,0.972652,2136.3086
1046,0.244156,0.018845,11999.9598,56.665257,0.985727,0.784768,0.96142,1804.8271
1047,0.185989,0.028519,9844.6114,101.048989,0.974547,0.81945,0.916166,1588.2711
1048,0.19841,0.018143,10341.8031,58.489246,0.985267,0.816368,0.953808,1572.5215
1049,0.098557,0.013794,5777.0246,34.108594,0.991408,0.902777,0.951303,1168.6013
1050,0.044861,0.017776,2786.2136,40.553355,0.989785,0.950743,0.881157,1055.8223
1051,0.271286,0.030289,12854.7865,81.714706,0.979417,0.764337,0.94796,1685.4343
1052,0.13942,0.013031,7801.8128,41.951746,0.989433,0.866399,0.955755,1330.0285
1053,0.085159,0.037048,5065.9154,106.642555,0.973138,0.904458,0.827553,1151.1615
1054,0.121582,0.008224,6944.6597,21.583869,0.994563,0.884136,0.974456,1198.8736
1055,0.050262,0.028519,3104.0423,62.927619,0.984149,0.942837,0.833903,1059.0635
1056,0.279892,0.027313,13105.9483,65.238006,0.983567,0.762054,0.959225,1575.0695
1057,0.262619,0.020233,12592.1088,51.618888,0.986998,0.774361,0.96644,1592.6513
1058,0.085129,0.011948,5064.2689,23.529458,0.994073,0.915482,0.961998,1110.3656
1059,0.127121,0.016479,7215.254,54.719669,0.986217,0.873921,0.938083,1326.8157
1060,0.319763,0.088791,14143.8927,76.546737,0.980719,0.739058,0.955652,1540.5166
1061,0.177933,0.09346,9511.381,241.009743,0.939292,0.806332,0.792608,1298.1556
1062,0.368973,0.136536,15139.8922,580.879688,0.853683,0.640353,0.685269,3511.4016
1063,0.041733,0.014954,2600.4253,23.10386,0.99418,0.955997,0.927492,1052.0439
1064,0.117935,0.063187,6764.3215,44.930928,0.988682,0.883594,0.945593,1156.5805
1065,0.086746,0.018478,5151.3657,50.098897,0.987381,0.91039,0.920476,1156.4385
1066,0.134216,0.026703,7556.054,38.850965,0.990214,0.870423,0.957929,1186.3667
1067,0.070679,0.020233,4271.0521,55.023667,0.98614,0.924448,0.894754,1113.7959
1068,0.272583,0.031891,12893.2553,98.009007,0.975313,0.761045,0.937757,1636.2991
1069,0.136475,0.013748,7663.1501,23.651057,0.994043,0.871304,0.974633,1183.4613
1070,0.084976,0.041595,5056.0346,59.826838,0.98493,0.910753,0.903178,1109.9507
1071,0.046249,0.006317,2868.2777,10.579136,0.997335,0.953306,0.969899,1060.255
1072,0.492981,0.022415,16253.0464,55.266866,0.986079,0.697432,0.972143,2703.6432
1073,0.074005,0.019043,4456.0571,65.967601,0.983383,0.920215,0.878556,1166.3209
1074,0.205963,0.02211,10634.3395,49.916498,0.987427,0.812508,0.961588,1331.1485
1075,0.402695,0.020111,15640.5724,46.694118,0.988238,0.711833,0.975575,2339.6424
1076,0.139374,0.035248,7799.6661,76.364338,0.980765,0.860658,0.919965,1194.6098
1077,0.204666,0.026367,10584.6336,46.390119,0.988315,0.814417,0.964056,1302.9731
1078,0.415482,0.027939,15791.7527,63.900414,0.983904,0.706004,0.966853,2056.0299
1079,0.176788,0.039459,9463.3624,148.959099,0.962479,0.820283,0.871035,1412.608
1080,0.291245,0.028,13422.5349,65.967601,0.983383,0.755208,0.959787,1626.1526
1081,0.260193,0.007935,12516.8275,20.185478,0.994915,0.780371,0.986823,1546.8385
1082,0.229004,0.095383,11480.8866,414.835892,0.895507,0.743996,0.703807,2100.1104
1083,0.026428,0.020782,1673.0784,87.429871,0.977977,0.962916,0.570178,1078.6511
1084,0.356827,0.022507,14923.3305,55.996461,0.985895,0.72569,0.969294,2104.6747
1085,0.40416,0.021851,15658.9698,47.423713,0.988054,0.711769,0.975189,1920.4671
1086,0.239166,0.028015,11832.3235,60.070037,0.984869,0.788207,0.958401,1378.0107
1087,0.268036,0.01152,12757.4271,24.319853,0.993874,0.775831,0.984369,1491.57
1088,0.046631,0.025589,2890.7789,101.839384,0.974348,0.941655,0.709368,1126.067
1089,0.097183,0.061554,5705.2056,235.051379,0.940793,0.877171,0.661313,1254.1646
1090,0.174942,0.023453,9385.5334,57.577252,0.985497,0.834975,0.94972,1277.6669
1091,0.418991,0.018082,15829.5271,58.367647,0.985298,0.705768,0.969828,3453.9607
1092,0.242767,0.025955,11953.6339,75.513143,0.980979,0.783643,0.948193,1607.7889
1093,0.049454,0.006714,3056.6993,17.267096,0.995651,0.94937,0.953897,1071.9839
1094,0.350525,0.036377,14803.4091,60.313235,0.984808,0.727438,0.966666,1924.7525
1095,0.422836,0.107071,15869.0758,94.178631,0.976277,0.699126,0.951382,1845.5011
1096,0.331238,0.046814,14404.2936,113.208915,0.971484,0.727399,0.93564,1712.6908
1097,0.496582,0.041718,16255.4903,68.338787,0.982786,0.695048,0.965563,2515.0445
1098,0.443512,0.008087,16048.7618,31.129412,0.992159,0.706472,0.984095,4656.7676
1099,0.133896,0.061508,7540.8042,258.763235,0.93482,0.840687,0.719346,1608.9735
1100,0.09082,0.009369,5369.2432,33.318199,0.991608,0.908817,0.949347,1269.2544
1101,0.248657,0.051376,12148.4133,170.907767,0.95695,0.764631,0.884905,1685.9219
1102,0.284668,0.046082,13241.1784,158.079044,0.960182,0.745141,0.902026,1872.0115
1103,0.498627,0.017242,16256.1274,41.222151,0.989617,0.699808,0.979228,2310.7612
1104,0.439743,0.022491,16020.1507,57.151654,0.985604,0.702248,0.970772,2609.7406
1105,0.490829,0.048447,16250.7815,95.455423,0.975956,0.690417,0.951885,2195.1345
1106,0.19635,0.016037,10260.7328,41.708548,0.989494,0.82201,0.966523,1408.165
1107,0.106796,0.028076,6202.7882,37.087776,0.990658,0.894118,0.951152,1143.2681
1108,0.422363,0.014496,15864.3144,35.871783,0.990964,0.709028,0.981492,1921.6334
1109,0.457794,0.072021,16140.419,127.132031,0.967977,0.687434,0.935477,1815.796
1110,0.445663,0.012466,16064.2663,23.529458,0.994073,0.707071,0.988003,1902.3447
1111,0.388962,0.023849,15454.5253,49.5517,0.987518,0.715924,0.973723,2098.2916
1112,0.030029,0.023315,1894.0182,30.886213,0.99222,0.966498,0.866198,1036.8497
1113,0.034485,0.009064,2165.0501,19.212684,0.995161,0.963726,0.927115,1044.4487
1114,0.242981,0.032043,11960.7773,56.17886,0.985849,0.786342,0.961507,1360.9334
1115,0.342682,0.11377,14646.947,133.455193,0.966384,0.719216,0.925318,1622.694
1116,0.404251,0.050156,15660.1104,150.783088,0.962019,0.694197,0.921107,2530.3643
1117,0.091309,0.02153,5395.211,24.86705,0.993736,0.909937,0.962209,1111.2713
1118,0.229904,0.055832,11512.5621,151.391085,0.961866,0.780662,0.892213,1538.1871
1119,0.440735,0.040436,16027.859,90.226654,0.977273,0.69621,0.953896,2023.5994
1120,0.099243,0.01329,5812.8421,34.77739,0.99124,0.901057,0.951161,1167.1697
1121,0.04628,0.012421,2870.0785,43.04614,0.989157,0.949035,0.877597,1100.0041
1122,0.173935,0.02771,9342.8944,102.690579,0.974133,0.828899,0.910076,1611.2323
1123,0.171341,0.016663,9232.4591,28.758226,0.992756,0.841707,0.974517,1235.6535
1124,0.372375,0.021011,15197.1218,47.727711,0.987978,0.722369,0.974212,2570.8932
1125,0.347,0.025986,14734.0822,67.305193,0.983047,0.727898,0.962607,1941.088
1126,0.394653,0.107208,15534.6076,437.939752,0.889688,0.651085,0.769126,3605.9334
1127,0.298584,0.010391,13618.2891,35.263787,0.991117,0.757686,0.978699,2983.2493
1128,0.37175,0.022018,15186.7127,58.489246,0.985267,0.719874,0.968462,1890.9577
1129,0.361115,0.023102,15001.971,58.793244,0.985191,0.72378,0.967906,2333.2055
1130,0.150894,0.042114,8331.3357,62.562822,0.984241,0.85299,0.938641,1219.4244
1131,0.468033,0.076569,16189.801,105.426562,0.973444,0.690028,0.946662,1992.3002
1132,0.479874,0.033142,16229.9103,102.751379,0.974118,0.689597,0.948144,2809.9533
1133,0.04744,0.014587,2938.4188,33.318199,0.991608,0.949569,0.90672,1065.3626
1134,0.19783,0.040955,10319.0391,108.527344,0.972663,0.810336,0.913677,1440.7052
1135,0.117874,0.012283,6761.2885,38.06057,0.990413,0.884215,0.954044,1304.1722
1136,0.329605,0.076111,14368.2868,244.840119,0.938327,0.707394,0.860343,1861.1886
1137,0.481155,0.019638,16233.1584,55.206066,0.986094,0.697882,0.972139,2646.8559
1138,0.018021,0.008163,1150.675,26.38704,0.993353,0.978707,0.812872,1035.1425
1139,0.077133,0.01825,4628.7169,52.166085,0.98686,0.918889,0.907877,1136.1163
1140,0.495285,0.116943,16254.8044,430.704596,0.89151,0.635051,0.782952,3484.8909
1141,0.308289,0.02446,13866.3686,69.858778,0.982403,0.746332,0.958653,1681.7623
1142,0.093704,0.017746,5522.1663,46.26852,0.988345,0.904886,0.931289,1160.5006
1143,0.488922,0.108139,16248.2702,288.068658,0.927439,0.657972,0.854771,2501.1671
1144,0.292725,0.024139,13462.5752,53.382077,0.986554,0.756675,0.967526,1611.2034
1145,0.327133,0.061813,14313.112,148.351103,0.962632,0.723732,0.915096,1688.5576
1146,0.251587,0.017136,12243.6183,43.04614,0.989157,0.782994,0.97117,1418.8476
1147,0.137115,0.017609,7693.4214,39.64136,0.990015,0.868032,0.957792,1200.2242
1148,0.144196,0.023239,8024.293,56.847656,0.985681,0.859982,0.941851,1260.3612
1149,0.384552,0.014297,15389.5812,25.779044,0.993507,0.721063,0.986286,1938.322
1150,0.029175,0.025558,1841.7444,24.684651,0.993782,0.968069,0.890235,1035.9778
1151,0.048309,0.01503,2989.5592,38.182169,0.990382,0.947825,0.895547,1074.2192
1152,0.246414,0.029236,12074.7676,74.35795,0.98127,0.781105,0.949569,1514.62
1153,0.385178,0.118332,15398.9486,481.046691,0.87883,0.647502,0.744426,3293.4135
1154,0.142395,0.054077,7940.767,140.325551,0.964654,0.84995,0.854791,1253.3977
1155,0.030975,0.005936,1951.7819,17.510294,0.995589,0.967951,0.924814,1052.0757
1156,0.098083,0.072571,5752.3146,227.877022,0.9426,0.8769,0.675496,1182.5933
1157,0.459702,0.116257,16150.6516,257.121645,0.935234,0.665271,0.869608,2024.6263
1158,0.256775,0.040878,12409.4719,109.013741,0.972541,0.768856,0.928127,1521.0546
1159,0.261703,0.020599,12563.7907,41.222151,0.989617,0.776804,0.973114,1412.4445
1160,0.091064,0.03302,5382.231,70.588373,0.98222,0.903918,0.892515,1127.2543
1161,0.402451,0.038574,15637.4791,61.468428,0.984517,0.709809,0.967797,1773.7521
1162,0.189728,0.014709,9996.3681,36.114982,0.990903,0.827507,0.970285,1350.673
1163,0.344864,0.061371,14691.2795,158.261443,0.960136,0.713707,0.911848,1903.0885
1164,0.183136,0.022568,9727.5577,80.802711,0.979647,0.824704,0.93212,1510.3596
1165,0.227341,0.020523,11422.0903,50.828493,0.987197,0.797689,0.96352,1418.5934
1166,0.093689,0.013306,5521.3601,36.114982,0.990903,0.906152,0.946435,1174.1317
1167,0.144913,0.050385,8057.4443,192.126838,0.951605,0.840082,0.804967,1416.6591
1168,0.189743,0.018875,9996.9838,60.252436,0.984823,0.823595,0.950509,1373.9017
1169,0.338013,0.014313,14550.0014,25.110248,0.993675,0.739264,0.985853,1596.4093
1170,0.065781,0.035385,3996.0169,86.517877,0.978207,0.924843,0.823268,1094.4882
1171,0.262451,0.108795,12586.9253,445.600506,0.887758,0.716399,0.709977,2168.9799
1172,0.126633,0.019867,7191.5603,39.70216,0.989999,0.877003,0.95473,1153.6487
1173,0.369919,0.037674,15155.9547,101.839384,0.974348,0.713582,0.944915,1979.2948
1174,0.286499,0.017593,13292.2371,40.796553,0.989724,0.761724,0.974905,2235.5517
1175,0.063889,0.01387,3888.9374,42.559743,0.98928,0.9328,0.910099,1128.742
1176,0.263107,0.05658,12607.1672,118.680882,0.970106,0.763976,0.9228,1407.7435
1177,0.472626,0.020432,16207.5235,49.186903,0.98761,0.699446,0.975142,2143.3137
1178,0.239456,0.010406,11842.1525,16.111903,0.995942,0.794933,0.988849,1366.9777
1179,0.319168,0.016296,14129.9208,30.764614,0.992251,0.746698,0.982171,1538.2033
1180,0.037476,0.021194,2345.5276,51.436489,0.987044,0.956597,0.820333,1051.2276
1181,0.084747,0.006989,5043.6776,13.071921,0.996707,0.917614,0.978711,1105.7864
1182,0.234543,0.012863,11674.1008,29.913419,0.992465,0.796236,0.978979,1408.727
1183,0.048065,0.006943,2975.2139,15.868704,0.996003,0.951423,0.955973,1065.2261
1184,0.437988,0.085846,16006.1994,277.489522,0.930103,0.665188,0.858042,2437.7229
1185,0.452057,0.053009,16106.7873,184.283686,0.953581,0.67841,0.906292,2636.6115
1186,0.440292,0.065399,16024.4357,259.128033,0.934728,0.668085,0.867472,3184.8187
1187,0.481628,0.096802,16234.3031,202.523575,0.948987,0.672469,0.897817,2013.5407
1188,0.426636,0.018951,15906.265,56.482858,0.985773,0.704713,0.970919,2765.2825
1189,0.23735,0.093079,11770.5148,330.202803,0.916825,0.749117,0.770526,1632.0035
1190,0.491211,0.097824,16251.227,214.075506,0.946077,0.670162,0.892095,2221.7586
1191,0.271301,0.108887,12855.2403,145.49352,0.963352,0.754896,0.907153,1458.8436
1192,0.138702,0.013519,7768.1491,41.34375,0.989586,0.866013,0.956545,1258.5683
1193,0.354675,0.0401,14882.9694,80.377114,0.979754,0.722661,0.955776,1687.9435
1194,0.363907,0.009796,15051.8997,14.348713,0.996386,0.730352,0.992192,1614.9119
1195,0.308258,0.094223,13865.6076,273.963143,0.930992,0.713574,0.838177,1691.5044
1196,0.04158,0.012878,2591.3299,30.947013,0.992205,0.955499,0.901657,1059.5495
1197,0.106781,0.025238,6202.0079,38.546967,0.99029,0.894617,0.948896,1137.6215
1198,0.287231,0.012711,13312.5385,20.915074,0.994732,0.764908,0.987137,1458.5555
1199,0.385269,0.030945,15400.3152,57.394853,0.985543,0.715537,0.969476,1704.6641
1200,0.14325,0.063934,7980.459,258.884835,0.93479,0.832432,0.734942,1501.9943
1201,0.318954,0.02095,14124.8941,46.511719,0.988284,0.744256,0.973029,1616.3531
1202,0.247025,0.028809,12094.872,71.804366,0.981913,0.781452,0.951311,1513.3933
1203,0.071899,0.012054,4339.111,26.873438,0.993231,0.927214,0.949301,1104.175
1204,0.048309,0.012955,2989.5592,31.737408,0.992006,0.948564,0.91336,1069.9079
1205,0.473785,0.010941,16211.5645,33.1358,0.991653,0.702098,0.983262,3973.0495
1206,0.331497,0.031021,14409.9824,51.983686,0.986906,0.737529,0.970443,1574.9911
1207,0.270523,0.01152,12832.0556,17.267096,0.995651,0.775495,0.988966,1421.7746
1208,0.369858,0.035568,15154.9219,105.304963,0.973475,0.712803,0.943075,1881.1769
1209,0.239456,0.018997,11842.1525,58.854044,0.985175,0.788092,0.959296,1564.9588
1210,0.134216,0.025055,7556.054,76.06034,0.980841,0.865101,0.917684,1355.0186
1211,0.16861,0.073776,9115.2315,306.855744,0.922706,0.804988,0.72453,1828.4731
1212,0.485718,0.114639,16242.9861,69.068382,0.982602,0.695194,0.965169,2031.5009
1213,0.277802,0.055328,13045.8248,57.82045,0.985436,0.764563,0.963679,1446.8575
1214,0.308472,0.036942,13870.9316,93.205836,0.976522,0.741695,0.944998,1644.4425
1215,0.204926,0.076752,10594.5923,302.478171,0.923809,0.7769,0.766244,1707.3561
1216,0.269531,0.022247,12802.3922,69.615579,0.982465,0.767974,0.955367,1594.944
1217,0.195999,0.022049,10246.8658,63.961213,0.983889,0.81734,0.949019,1503.1418
1218,0.076904,0.017761,4616.1264,44.079733,0.988897,0.920287,0.921837,1109.0107
1219,0.377197,0.033783,15275.6397,49.977298,0.987411,0.719368,0.973213,1637.6563
1220,0.489441,0.011322,16249.0001,23.347059,0.994119,0.703102,0.988231,2117.4773
1221,0.08606,0.018768,5114.4322,28.211029,0.992894,0.913978,0.954896,1107.368
1222,0.218735,0.02507,11112.1128,62.86682,0.984165,0.801096,0.953775,1553.1431
1223,0.466721,0.019669,16184.2335,55.327665,0.986064,0.698843,0.972001,3080.3563
1224,0.420334,0.023499,15843.5563,75.148346,0.981071,0.702565,0.961187,2694.922
1225,0.378571,0.046692,15297.4492,110.83773,0.972081,0.708976,0.940609,1967.1431
1226,0.270309,0.030289,12825.6773,80.681112,0.979677,0.764835,0.948552,1481.5739
1227,0.348465,0.015625,14763.0896,35.871783,0.990964,0.732629,0.980106,1886.3484
1228,0.477341,0.012604,16222.8633,39.337362,0.990091,0.70095,0.980132,3370.6424
1229,0.237656,0.01767,11780.9328,37.695772,0.990505,0.792487,0.973804,1406.1679
1230,0.097046,0.057297,5698.0102,25.900643,0.993476,0.904689,0.962722,1128.142
1231,0.173935,0.030441,9342.8944,105.608961,0.973398,0.828442,0.90754,1574.4617
1232,0.318436,0.042923,14112.6614,149.749494,0.96228,0.727784,0.91307,2456.0965
1233,0.451859,0.016006,16105.5479,55.510064,0.986018,0.700758,0.971754,3589.4044
1234,0.287628,0.009308,13323.5059,13.436719,0.996615,0.765733,0.991749,1449.3708
